KM,Latitude,Longitude,RX_HorizontalWearConsumption,LX_HorizontalWearConsumption,RX_VerticalWear,LX_VerticalWear
336700,60.74178928032472,7.128056918685944,-2.43,0.29,3.41,2.05
336705,60.74183404930501,7.128059749734837,-0.55,0.12,3.19,2.07
336710,60.74187881828534,7.128062580786903,-1.52,-0.07,3.33,2.24
336715,60.74192358735206,7.12806539768613,-1.7,0.03,3.47,2.3
336720,60.74196837695991,7.128064844514294,-0.39,0.19,4.69,3.29
336725,60.74201316656768,7.128064291336149,0.2,0.01,4.12,3.5
336730,60.74205795617544,7.128063738151689,0.09,0.09,4.02,NV
336735,60.74210274578312,7.128063184960918,-0.18,-0.04,5.46,2.73
336740,60.74214753539077,7.128062631763836,NV,-0.22,5,3.34
336745,60.74219232261105,7.1280631885651085,-0.04,-0.08,4.78,3.6
336750,60.74223710811002,7.128064545702638,NV,-0.97,6.79,NV
336755,60.74228189360905,7.128065902839206,-0.91,-0.25,4.64,3.51
336760,60.74232667910812,7.1280672599748085,-1.17,-0.54,4.82,3.37
336765,60.74237146460723,7.128068617109443,NV,0.01,NV,2.65
336770,60.74241624485101,7.128070562246245,NV,1.63,NV,3.61
336775,60.742461024753,7.128072545633854,NV,2.09,NV,3.89
336780,60.74250580465504,7.128074529022249,NV,4.08,NV,4.75
336785,60.742550584557115,7.12807651241144,NV,NV,NV,NV
336790,60.74259536445927,7.128078495801419,NV,NV,NV,NV
336795,60.74264014436145,7.128080479192191,NV,NV,NV,NV
336800,60.7426849242637,7.128082462583755,NV,2.46,NV,1.75
336805,60.74272959313765,7.128088789247312,NV,NV,NV,NV
336810,60.742774230597355,7.128096344804658,NV,NV,NV,2.16
336815,60.74281886805698,7.12810390037838,NV,3.72,NV,NV
336820,60.74286311568771,7.128117664049219,NV,NV,NV,2.15
336825,60.74290724143614,7.1281333687342405,NV,NV,NV,NV
336830,60.74295136718353,7.128149073458081,NV,4.41,NV,NV
336835,60.742995025319914,7.128169202673696,NV,3.91,NV,NV
336840,60.74303839227694,7.128192087014389,NV,NV,NV,2.09
336845,60.74308139605826,7.12821747874935,NV,NV,NV,NV
336850,60.74312382234652,7.12824678143558,NV,NV,NV,NV
336855,60.74316525192706,7.128281556262198,NV,NV,NV,NV
336860,60.743206681500155,7.128316331175461,NV,3.62,NV,2.18
336865,60.74324791276041,7.128351981526785,NV,NV,NV,NV
336870,60.743287702803435,7.1283939936901435,NV,NV,NV,2.25
336875,60.74332677495292,7.128438680760591,NV,NV,NV,1.59
336880,60.74336514086121,7.128485842326403,NV,NV,NV,NV
336885,60.7434025515511,7.128536157528395,NV,NV,NV,NV
336890,60.743439962224144,7.128586472846144,NV,NV,NV,2.14
336895,60.74347697792363,7.128637876598904,NV,NV,NV,NV
336900,60.74351141732591,7.128696379506947,NV,NV,NV,NV
336905,60.743545856704856,7.128754882540036,NV,5.25,NV,2.22
336910,60.74357995889555,7.128814161213619,NV,4.93,NV,2.06
336915,60.7436124616641,7.128877118797103,NV,NV,NV,NV
336920,60.74364292989912,7.128944061259542,NV,NV,NV,NV
336925,60.74367235122443,7.1290130541381265,NV,NV,NV,NV
336930,60.7437017699597,7.129082051694078,NV,4.94,NV,NV
336935,60.743729854800904,7.129153217464749,NV,NV,NV,NV
336940,60.7437561346712,7.1292273141320415,NV,NV,NV,NV
336945,60.743782414502576,7.129301410922523,NV,NV,NV,NV
336950,60.74380633463873,7.129378665803253,NV,NV,NV,NV
336955,60.74382908987797,7.129457479742339,NV,NV,NV,NV
336960,60.74385103061221,7.129537203526008,NV,NV,NV,NV
336965,60.743871227718834,7.129618874950694,NV,NV,NV,NV
336970,60.74389142477737,7.1297005464813,NV,NV,NV,NV
336975,60.743908799846686,7.129784788381468,NV,NV,NV,NV
336980,60.743924534363536,7.12987045896845,NV,NV,NV,NV
336985,60.74394026882699,7.129956129643263,NV,NV,NV,NV
336990,60.74395327117159,7.130043665793813,NV,NV,NV,NV
336995,60.74396465058932,7.130132141901864,NV,3.69,NV,2.32
337000,60.7439752752175,7.130221032894931,NV,3.26,NV,1.91
337005,60.74398399506065,7.130310766426718,NV,3.29,NV,2.07
337010,60.743992039311536,7.13040077401847,NV,3.28,NV,2.11
337015,60.743999006062126,7.130491163031265,NV,NV,NV,2.29
337020,60.74400403649929,7.130582008552307,NV,NV,NV,NV
337025,60.74400690077391,7.130673306091766,NV,NV,NV,2.63
337030,60.74400794987519,7.130764783686412,NV,2.61,NV,2.64
337035,60.744008998913905,7.130856261291815,NV,NV,NV,NV
337040,60.74400843072701,7.130947636248544,NV,NV,NV,2.33
337045,60.74400460358411,7.131038804319067,NV,NV,NV,2.19
337050,60.74400077637853,7.131129972372479,NV,NV,NV,NV
337055,60.74399645375626,7.131221005094599,NV,NV,NV,NV
337060,60.74398841933072,7.131311023627167,NV,NV,NV,NV
337065,60.743979949374285,7.131400858683177,NV,NV,NV,NV
337070,60.743969887851144,7.131490022787575,NV,NV,NV,NV
337075,60.74395827756138,7.131578311811827,NV,1.13,NV,1.92
337080,60.74394448245896,7.131665366371315,NV,0.8,NV,1.27
337085,60.74393068729842,7.131752420859609,-1.34,NV,3.41,2.1
337090,60.743914820829886,7.131837928892086,1.37,0.6,5.88,0.96
337095,60.74389788835562,7.131922641008101,0.47,0.3,5.21,0.82
337100,60.74387904239357,7.132005590467437,1.61,0,5.01,0.67
337105,60.74385917620384,7.132087600089473,1.63,-0.18,4.8,0.68
337110,60.74383878728626,7.132169039841086,1.75,-0.05,4.28,0.99
337115,60.74381650059314,7.132248410767949,1.8,-0.01,4.13,1.02
337120,60.74379311749951,7.132326409441443,1.77,-0.38,3.57,3.05
337125,60.74376862668875,7.132403021689776,0.82,NV,2.54,1.23
337130,60.74374292978744,7.132477946778583,-1.22,-0.15,1.55,0.72
337135,60.74371682167266,7.132552296594186,-1.27,0.19,1.39,0.64
337140,60.74369070454589,7.132626632054034,-1.31,0.43,1.64,0.56
337145,60.74366188899605,7.132696684092653,-0.72,0.47,1.83,0.68
337150,60.74363307340717,7.132766736005938,-0.77,-0.01,1.4,0.6
337155,60.74360425777921,7.132836787793899,-0.65,0.89,1.53,0.7
337160,60.74357544211224,7.132906839456521,-0.77,0.81,1.57,0.54
337165,60.7435466264062,7.132976890993819,-0.97,0.92,1.54,0.81
337170,60.74351652188393,7.133044640063051,-0.64,0.79,1.75,0.8
337175,60.74348637927283,7.13311232102683,-0.94,0.95,NV,NV
337180,60.74345623662514,7.133180001863553,-0.98,1.14,1.71,0.94
337185,60.74342544442678,7.13324643284795,-0.61,0.72,2.84,2.27
337190,60.743394176920894,7.133311949236163,-0.28,NV,2.96,3.67
337195,60.74336290938056,7.133377465496477,-1.13,0.45,3.3,2.43
337200,60.74333164180574,7.133442981628885,-0.37,1.02,NV,NV
337205,60.743299955120946,7.133507616961077,NV,NV,4.03,5.4
337210,60.743267013083205,7.133569614153676,-0.29,-0.81,2.83,3.89
337215,60.74323407101434,7.133631611218249,-0.16,-0.74,3.06,5.71
337220,60.74320112891438,7.133693608154801,-0.14,NV,4.24,5.02
337225,60.7431681867833,7.133755604963334,-0.66,0.29,3.26,NV
337230,60.74313524462112,7.133817601643845,-0.55,0.04,3.41,2.31
337235,60.74310230242783,7.133879598196335,-0.14,NV,3.73,2.58
337240,60.74306888221477,7.133940476373753,-0.62,-0.31,4.58,3.14
337245,60.74303437160148,7.133998803517299,-0.89,NV,0.52,0.85
337250,60.74299986096042,7.134057130534163,-0.66,0.48,0.63,0.04
337255,60.742965350291605,7.134115457424339,-1.46,0.3,0.74,0.26
337260,60.74293013108724,7.134171980493657,-0.75,0.18,1.41,0.59
337265,60.74289478186123,7.134228172499305,-1.1,3.18,NV,0.58
337270,60.74285943260931,7.134284364379646,-1.22,0.39,2.59,1.85
337275,60.74282383550928,7.134339879780751,0.11,-0.34,3.22,2.91
337280,60.74278748398532,7.134393336460862,-0.01,-0.08,3.64,2.73
337285,60.742751137203605,7.134446806541526,0.92,0.31,2.96,2.4
337290,60.742714790398274,7.134500276499231,0.06,-0.29,4.05,2.5
337295,60.74267794362932,7.134552274556297,-0.14,0.13,3.53,2.14
337300,60.74264070412503,7.134603116380349,0,0.07,3.12,2.02
337305,60.742603464599206,7.134653958084266,0,0.1,3.16,1.98
337310,60.74256574809724,7.134703284882915,0.14,0.05,3.07,2.12
337315,60.7425276575554,7.134751423679669,0.27,0.21,2.95,1.99
337320,60.74248956576238,7.134799558292267,-0.21,0.28,NV,1.97
337325,60.742451473949906,7.134847692788159,0.81,-0.78,7,2.09
337330,60.74241319188012,7.134895174963169,0.36,-0.26,3.75,2.04
337335,60.742374338672434,7.1349406990195,-0.21,-0.3,NV,2.27
337340,60.74233548544721,7.134986222962896,0.65,-0.05,2.4,2.72
337345,60.74229663220445,7.13503174679336,0.83,-0.54,2.72,3.5
337350,60.74225777894416,7.135077270510882,1.32,NV,2.68,NV
337355,60.7422189256663,7.135122794115478,1.24,NV,2.59,NV
337360,60.74218007237089,7.135168317607136,1.71,-0.64,2.74,4.02
337365,60.74214121905798,7.1352138409858625,1.62,-1.73,2.96,4.17
337370,60.7421023657275,7.135259364251655,NV,NV,3.2,NV
337375,60.74206351237946,7.135304887404519,1.83,NV,3.4,NV
337380,60.74202465901391,7.135350410444445,-0.35,NV,3.78,NV
337385,60.74198686723681,7.135399422674384,3.71,NV,5.25,NV
337390,60.741949684132166,7.135450435447895,2.79,NV,4.44,NV
337395,60.74191250100582,7.135501448101081,3.14,NV,3.23,NV
337400,60.74187708837144,7.135557432027554,3.14,NV,2.98,NV
337405,60.74184188323332,7.135613998526841,3.36,NV,3.58,NV
337410,60.741806678069,7.135670564900558,3.33,NV,3.35,NV
337415,60.74177147287841,7.135727131148716,3.03,NV,3.72,NV
337420,60.74173732471859,7.1357863242888735,3.29,NV,3.47,NV
337425,60.7417033423144,7.135845929312261,3.27,NV,3.12,NV
337430,60.7416704511677,7.135907939325973,3.8,NV,3.24,NV
337435,60.741638780691005,7.135972639553204,4.23,NV,4.11,NV
337440,60.74160752517636,7.13603814732496,4.64,NV,4.9,NV
337445,60.74157742118758,7.136105896160072,4.85,NV,4.59,NV
337450,60.741549064846744,7.1361766115822585,4.85,NV,4.67,NV
337455,60.74152197015207,7.136249468608978,5.6,NV,4.81,NV
337460,60.74149487541539,7.136322325513618,5.24,NV,4.89,NV
337465,60.74146778063674,7.136395182296177,4.72,NV,4.83,NV
337470,60.74144271681081,7.136470845504322,5.41,NV,4.84,NV
337475,60.74141969392147,7.136549328949338,5.29,NV,4.28,NV
337480,60.741396733029816,7.136627886168049,6.23,NV,4.21,NV
337485,60.74137464429067,7.136707481897669,6.18,NV,4.84,NV
337490,60.74135292537637,7.13678748555127,5.89,NV,4.66,NV
337495,60.74133245613971,7.136868867754476,1.19,NV,3.44,NV
337500,60.74131200120284,7.1369502637487985,1.92,NV,6.32,NV
337505,60.741294128100925,7.137034158992053,3.26,NV,6.55,NV
337510,60.74127625494462,7.137118054144843,4.04,NV,3.73,NV
337515,60.741260219037166,7.137203423878557,4.56,NV,NV,NV
337520,60.74124535343853,7.137289732901398,4.61,NV,NV,NV
337525,60.74123048778266,7.13737604184778,4,NV,NV,NV
337530,60.74121632158406,7.137462792835158,NV,NV,NV,NV
337535,60.74120472800402,7.13755116977745,5.5,NV,NV,NV
337540,60.74119313436436,7.137639546659832,NV,NV,6.59,NV
337545,60.741183423690046,7.137728818910514,NV,NV,NV,NV
337550,60.74117471791471,7.13781856899909,NV,NV,NV,NV
337555,60.741166012078175,7.137908319043241,NV,NV,5.59,NV
337560,60.741160231554225,7.137998995849503,NV,NV,5.84,NV
337565,60.7411552199212,7.138089916246808,6.48,NV,6.06,NV
337570,60.74115020822574,7.13818083662028,6.42,NV,5.48,NV
337575,60.74114754667384,7.138272167054947,7.33,NV,NV,NV
337580,60.74114661043777,7.138363548982873,5.96,NV,NV,NV
337585,60.741148108976574,7.138454992682669,NV,NV,6.2,NV
337590,60.74114960745293,7.138546436395773,7.87,NV,NV,NV
337595,60.74115257445231,7.138637687839051,NV,NV,NV,NV
337600,60.74115680670267,7.138728773128017,7.25,NV,6.73,NV
337605,60.74116504958709,7.138818705409928,7.25,NV,NV,NV
337610,60.74117329241178,7.138908637742598,NV,NV,NV,NV
337615,60.74118153517675,7.138998570126024,NV,NV,NV,NV
337620,60.74119279870438,7.139086982764935,3.19,NV,5.11,NV
337625,60.74120594491585,7.139174448255895,NV,NV,NV,NV
337630,60.741219091071336,7.139261913822642,NV,NV,NV,NV
337635,60.74123380706439,7.1393482249495195,NV,NV,NV,NV
337640,60.74125097048744,7.139432736260941,NV,NV,NV,NV
337645,60.74126813385865,7.139517247666359,NV,NV,NV,NV
337650,60.74128623317828,7.139600860495061,7.43,NV,7.32,NV
337655,60.74130713491473,7.139681782729026,NV,NV,6.97,NV
337660,60.74132844852623,7.139762225867028,NV,NV,6.9,NV
337665,60.741351855510494,7.139840233767519,NV,NV,8.24,NV
337670,60.74137526245125,7.139918241784269,7.77,NV,6,NV
337675,60.74140201869438,7.139991609925422,8.74,NV,7.99,NV
337680,60.74142883870192,7.140064889802395,8.34,NV,9.5,NV
337685,60.741456127672855,7.140137378355778,9.47,NV,NV,NV
337690,60.74148629416117,7.1402050111177,8.22,NV,7.21,NV
337695,60.74151646061754,7.140272644007553,8.17,NV,8.89,NV
337700,60.74154695164325,7.140339627415711,8.81,NV,7.54,NV
337705,60.74157943456503,7.140402624602858,NV,NV,7.91,NV
337710,60.74161373917127,7.1404614316659965,8.56,NV,NV,NV
337715,60.74164819996656,7.140519879538503,7.84,NV,8.01,NV
337720,60.741682660738554,7.140578327536,8.23,NV,6.6,NV
337725,60.7417191145124,7.140631441547097,7.02,NV,NV,NV
337730,60.74175595420823,7.140683452815974,7.66,NV,7.57,NV
337735,60.74179431595661,7.140730683813136,NV,NV,NV,NV
337740,60.74183267769032,7.140777914921301,2.43,NV,5.12,NV
337745,60.74187182174092,7.140822098433168,4.8,NV,6.6,NV
337750,60.74191265569283,7.140859698699979,5.04,NV,5.71,NV
337755,60.7419534896359,7.140897299059573,4.83,NV,6.36,NV
337760,60.74199432357009,7.140934899511966,5.73,NV,5.79,NV
337765,60.74203617370897,7.140967126689254,NV,NV,NV,NV
337770,60.74207877661499,7.14099537355414,6.22,NV,4.76,NV
337775,60.74212137951637,7.1410236204903885,6.55,NV,5.86,NV
337780,60.74216447377654,7.141047943802306,6.61,NV,5.64,NV
337785,60.74220848326426,7.141064958758797,6.97,NV,6.19,NV
337790,60.742252492750616,7.141081973757658,8.67,NV,7.51,NV
337795,60.74229650223565,7.14109898879889,8.61,NV,NV,NV
337800,60.742340740643506,7.141112387418959,9.25,NV,8.5,NV
337805,60.74238542125797,7.1411188002294335,9.02,NV,8.33,NV
337810,60.74243010187249,7.141125213053097,8.55,NV,8.1,NV
337815,60.7424748233811,7.141127202349715,8.75,NV,NV,NV
337820,60.74251959066331,7.141124240266741,8.46,NV,8.13,NV
337825,60.74256435794531,7.141121278170728,7.72,NV,7.62,NV
337830,60.74260906104353,7.1411166524780745,6.29,NV,7.99,NV
337835,60.742653502743885,7.141105251565852,5.45,NV,8.35,NV
337840,60.74269794444269,7.1410938506173585,-0.21,NV,0.41,NV
337845,60.742742375834766,7.141082330592107,6.32,NV,6.54,NV
337850,60.7427860361847,7.141061903793474,5.98,NV,9.96,NV
337855,60.74282949454698,7.141039777749288,NV,NV,NV,NV
337860,60.74287248626202,7.1410143694365145,NV,NV,NV,NV
337865,60.74291479187818,7.140984315018058,3.4,NV,3.93,NV
337870,60.742957097486126,7.140954260516415,3.3,NV,4.39,NV
337875,60.7429993338888,7.140923848815011,3.71,NV,7.32,NV
337880,60.74304024751335,7.140886610395472,3.13,NV,NV,NV
337885,60.74308116112579,7.140849371877531,NV,NV,5.24,NV
337890,60.74312113388315,7.140808151181819,NV,NV,NV,NV
337895,60.74316085847709,7.140765880101174,2.97,NV,NV,NV
337900,60.743199248587615,7.140718810556231,3.15,NV,4.52,NV
337905,60.743237361034815,7.140670742567891,NV,NV,5.07,NV
337910,60.743272954851115,7.140615336478699,4.3,NV,NV,NV
337915,60.74330806506345,7.140558521358037,NV,NV,4.06,NV
337920,60.743343175249365,7.1405017061116185,2.59,NV,3.13,NV
337925,60.74337779370426,7.14044373928489,1.36,-0.85,NV,4.13
337930,60.743410112778115,7.140380387800355,-0.51,-0.14,2.32,3.01
337935,60.743442431819595,7.1403170361876676,-0.2,-0.13,4.57,2.88
337940,60.743474750828696,7.14025368444683,-0.2,-0.44,4.54,2.59
337945,60.74350458762144,7.140185443798958,0.03,0.48,4.78,4.94
337950,60.74353416017872,7.140116750823525,-0.04,0.74,4.79,5.28
337955,60.74356124865139,7.14004387931003,-0.2,0.59,NV,NV
337960,60.74358833708207,7.139971007674452,-0.03,0.51,6.17,4.61
337965,60.74361542547074,7.139898135916787,NV,0.22,NV,5.26
337970,60.74364191463498,7.139824372180392,NV,-0.07,NV,4.42
337975,60.74366756833351,7.1397493648353265,NV,5.56,4.02,2.92
337980,60.74369322198768,7.13967435737165,0.09,5.92,3.36,3.03
337985,60.74371887559755,7.139599349789356,NV,5.8,NV,4.23
337990,60.74374452916309,7.139524342088447,NV,6.06,3.69,4.42
337995,60.74377018268434,7.1394493342689165,-0.43,5.8,5.35,4.13
338000,60.74379583616122,7.139374326330772,NV,5.82,NV,NV
338005,60.74382148959382,7.139299318274014,-0.2,6.54,2.54,3.6
338010,60.74384714298211,7.139224310098631,-0.19,6.41,3.46,3.71
338015,60.743872796326066,7.139149301804635,-0.1,5.85,3.71,3.41
338020,60.743898449625696,7.139074293392023,NV,NV,3.62,3.18
338025,60.74392410288099,7.138999284860795,-0.45,6.97,2.2,2.78
338030,60.74394975609203,7.138924276210939,-0.42,6.78,2.34,2.68
338035,60.74397540925872,7.138849267442468,NV,NV,NV,4.83
338040,60.744001062381066,7.138774258555388,-0.4,6.78,NV,2.46
338045,60.744026715459114,7.138699249549688,NV,6.02,NV,2.88
338050,60.74405236112549,7.138624229912867,-0.37,5.47,3.64,3.32
338055,60.74407800296109,7.138549205054784,-0.42,4.14,3.57,2.4
338060,60.74410349764867,7.138473970843758,NV,4.14,NV,NV
338065,60.744128992291685,7.138398736514541,-0.33,NV,NV,2.1
338070,60.74415475105759,7.1383238790557275,-0.07,3.29,NV,2.17
338075,60.74418055616097,7.138249087668243,NV,1.89,NV,2.71
338080,60.74420636122026,7.1381742961617345,NV,1.47,3.16,2.14
338085,60.74423216623545,7.138099504536219,0.57,0.99,2.77,1.91
338090,60.74425797120653,7.138024712791682,NV,NV,1.32,0.73
338095,60.74428377613357,7.1379499209281265,NV,0,4.05,1.92
338100,60.74430958101653,7.13787512894555,NV,0.19,3.91,1.92
338105,60.74433538585541,7.137800336843958,-0.02,-0.03,4.83,2.41
338110,60.7443611906502,7.13772554462335,-0.06,-0.33,NV,2.37
338115,60.7443869954009,7.137650752283719,-0.33,-0.61,3.76,2.5
338120,60.74441280010751,7.1375759598250745,-0.64,0.26,4.26,2.84
338125,60.74443860477006,7.137501167247407,NV,-0.4,5.27,2.74
338130,60.74446440938852,7.137426374550724,-0.56,-0.27,NV,3.16
338135,60.74449021396288,7.137351581735026,0.24,-0.19,NV,NV
338140,60.74451601849318,7.137276788800303,NV,NV,3.99,3.03
338145,60.74454182297936,7.137201995746568,-0.13,-0.02,3.38,3.04
338150,60.74456762742151,7.137127202573803,0.02,-0.07,NV,2.82
338155,60.74459343181954,7.137052409282027,0.64,NV,3.73,3.01
338160,60.74461923617349,7.136977615871234,0.07,0.15,3.73,2.88
338165,60.74464504048339,7.136902822341412,0.09,0.05,NV,2.31
338170,60.74467084474916,7.136828028692582,NV,NV,3.67,2.38
338175,60.74469664897088,7.136753234924725,NV,NV,NV,0.8
338180,60.74472245314848,7.136678441037853,NV,0.47,3.36,2.42
338185,60.74474825728201,7.136603647031963,NV,0.03,2.69,2.68
338190,60.74477406137147,7.136528852907048,0.03,0.12,3.02,2.34
338195,60.74479986541684,7.136454058663116,-0.3,0.17,1.35,0.57
338200,60.744825669418105,7.136379264300164,-0.39,0.33,1.2,0.66
338205,60.74485147337532,7.136304469818192,-0.66,0.33,NV,1.13
338210,60.74487727728841,7.1362296752172005,NV,0.51,NV,0.86
338215,60.74490308115744,7.136154880497188,-0.18,-0.33,1.46,1.52
338220,60.74492888498238,7.136080085658157,-0.38,-0.03,1.03,1.02
338225,60.74495468876325,7.136005290700099,-0.41,0.52,0.94,NV
338230,60.74498049250002,7.135930495623026,2.23,NV,0.84,NV
338235,60.74500629619271,7.135855700426931,-0.06,NV,1.04,NV
338240,60.7450320998413,7.135780905111816,NV,NV,0.91,NV
338245,60.745057903445826,7.1357061096776775,NV,NV,NV,NV
338250,60.74508351008143,7.135631042855671,NV,NV,NV,NV
338255,60.74510777787044,7.135554131635612,NV,NV,NV,NV
338260,60.74513205103691,7.135477227444735,NV,NV,NV,NV
338265,60.74515632415699,7.135400323139152,NV,NV,NV,NV
338270,60.7451800189286,7.1353227289813175,NV,NV,NV,NV
338275,60.74520086594227,7.1352417382695625,NV,NV,NV,NV
338280,60.74522171290488,7.135160747454983,0.21,NV,1.08,NV
338285,60.74523937952624,7.1350767211527595,0.18,NV,0.99,NV
338290,60.74525640726326,7.134992085040468,0.27,NV,0.9,NV
338295,60.745273434945034,7.134907448841487,NV,NV,NV,NV
338300,60.745290258278914,7.134822663901629,NV,NV,NV,NV
338305,60.74530325300857,7.1347350930302795,NV,NV,NV,NV
338310,60.745316247679504,7.134647522091771,NV,NV,NV,NV
338315,60.74532408529906,7.134557456146408,0.55,NV,0.84,NV
338320,60.74533169393563,7.134467279410475,0.39,NV,0.88,NV
338325,60.74533842939544,7.134376817004789,0.44,NV,NV,NV
338330,60.74534498385899,7.134286295375155,NV,NV,NV,NV
338335,60.745351538260536,7.13419577371299,-0.09,NV,0.81,NV
338340,60.74535809260007,7.134105252018294,0.29,NV,1.06,NV
338345,60.745362487728414,7.13401442359661,-0.07,NV,0.88,NV
338350,60.74536212818523,7.1339229198038705,0.73,NV,1.11,NV
338355,60.74536176857937,7.133831416017952,0.71,NV,1.05,NV
338360,60.74536140891089,7.1337399122388465,0.31,NV,NV,NV
