KM,Latitude,Longitude,RX_HorizontalWearConsumption,LX_HorizontalWearConsumption,RX_VerticalWear,LX_VerticalWear
336310,60.739290117235875,7.123551784743001,0.83,1.45,-0.3,-1.38
336315,60.7393151269088,7.123627683040875,0.47,1.49,-0.1,-1.36
336320,60.73934013654079,7.123703581459145,0.68,1.42,-0.27,-1.33
336325,60.73936514613179,7.123779479997817,0.47,1.73,-0.01,-1.39
336330,60.739388912152066,7.123857014746006,0.59,1.44,-0.18,-1.25
336335,60.73941240129335,7.123934913838838,0.47,1.1,-0.11,-1.02
336340,60.73943589039129,7.124012813048146,0.21,1.85,-0.03,-1.26
336345,60.73945937944587,7.124090712373931,0.49,1.57,-0.11,-1.26
336350,60.73948279960576,7.124168694297461,0.59,1.19,-0.12,-1.1
336355,60.73950461865022,7.124248594356981,0.55,1.53,-0.13,-1.39
336360,60.73952643764885,7.1243284945279335,0.43,0.85,-0.17,-1.1
336365,60.739548256601665,7.124408394810324,0.72,1.2,-0.33,-1.2
336370,60.73957007550865,7.124488295204147,0.66,1.47,-0.37,-1.16
336375,60.7395918943698,7.124568195709412,0.77,1.44,-0.45,-1.34
336380,60.73961406899636,7.124647666681137,0.65,1.99,-0.18,-1.44
336385,60.73963782223414,7.124725231528358,0.84,1.93,-0.2,-1.39
336390,60.73966157542896,7.124802796492785,0.77,1.73,-0.2,-1.28
336395,60.739685328580805,7.1248803615744265,1.09,1.82,-0.26,-1.24
336400,60.73971066314398,7.124955769268691,0.8,1.67,-0.17,-1.51
336405,60.739736641372055,7.125030298908125,0.73,1.42,-0.1,-1.3
336410,60.73976261956077,7.125104828670091,0.69,1.66,-0.02,-1.4
336415,60.73978859771007,7.1251793585546,1.02,1.78,-0.45,-1.49
336420,60.73981457581996,7.125253888561653,0.82,2.12,-0.55,-1.63
336425,60.739840553890446,7.125328418691251,0.56,1.51,-0.32,-1.44
336430,60.73986713015886,7.1254020488098355,0.48,1.35,-0.21,-1.44
336435,60.73989427385211,7.125474825223787,0.58,1.58,-0.63,-1.58
336440,60.73992141750794,7.125547601762436,0.74,1.85,-0.31,-1.5
336445,60.739948561126354,7.125620378425783,0.71,1.73,-0.43,-1.37
336450,60.73997570470735,7.125693155213833,0.62,1.33,-0.35,-1.2
336455,60.74000284825093,7.12576593212659,0.83,0.97,-0.32,-1.09
336460,60.74003116060694,7.12583681420464,0.58,1.46,-0.19,-1.3
336465,60.74005969610227,7.1259073345949355,0.64,1.21,-0.2,-1.31
336470,60.740088231562616,7.12597785511188,0.34,1.61,-0.05,-1.43
336475,60.740117259785904,7.126047517853517,0.43,1.05,-0.19,-1.2
336480,60.740146824094474,7.126116247403949,0.44,1.47,-0.08,-1.35
336485,60.74017638836996,7.12618497708196,0.76,2.03,-0.45,-1.51
336490,60.74020601415388,7.126253593095667,0.67,1.78,-0.45,-1.43
336495,60.7402365604508,7.126320507123591,0.51,0.31,-0.26,-0.8
336500,60.74026710671651,7.126387421279571,0.9,-3.89,-0.2,0.89
336505,60.740297652951035,7.126454335563602,0.96,-4.51,-0.16,0.9
336510,60.74032819915433,7.126521249975689,1.16,-4.76,-0.31,0.76
336515,60.7403587453264,7.126588164515836,0.75,-4.76,-0.03,0.76
336520,60.7403892914673,7.1266550791840295,1.27,-4.76,-0.26,0.76
336525,60.740419837576965,7.126721993980283,0.83,-4.76,-0.01,0.76
336530,60.74045038365542,7.126788908904589,1.08,-4.76,-0.18,0.76
336535,60.7404809297027,7.126855823956949,1.3,-4.76,-0.3,0.76
336540,60.740512135174534,7.126921411935857,1.37,-4.76,-0.41,0.76
336545,60.74054443649763,7.126984794506284,1.2,-4.76,-0.38,0.76
336550,60.74057673779299,7.127048177204447,0.71,-4.76,-0.05,0.76
336555,60.7406090390606,7.127111560030352,1.11,-4.76,-0.31,0.76
336560,60.74064183660097,7.127173847783161,0.7,-4.76,-0.05,0.76
336565,60.74067526357176,7.127234746622889,1.29,-4.76,-0.31,0.76
336570,60.74070869051709,7.127295645589283,1.12,-4.76,-0.19,0.76
336575,60.740743174753376,7.127353882762753,0.97,-4.76,-0.32,0.76
336580,60.74077923574815,7.127408150327933,1.01,-4.76,-0.44,0.76
336585,60.7408152967231,7.1274624180139865,1.01,-4.76,-0.42,0.76
336590,60.74085135767822,7.127516685820913,0.68,-4.76,-0.23,0.76
336595,60.74088971839923,7.127563914634926,1.5,-4.76,-0.89,0.76
336600,60.740928138334645,7.127610926674108,1.82,-4.76,-0.76,0.76
336605,60.74096845402718,7.1276507896746875,1.46,-4.76,-0.9,0.76
336610,60.741008769709616,7.127690652772736,1.45,-4.76,-0.93,0.76
336615,60.7410490865968,7.127730510838849,0.66,-4.76,-0.41,0.76
336620,60.7410898482081,7.127768383790474,0.95,-4.76,-0.58,0.76
336625,60.74113097427086,7.127804628602972,0.97,-4.76,-0.4,0.76
336630,60.74117318839385,7.1278350118178215,0.64,-4.76,-0.38,0.76
336635,60.74121573952277,7.127863579546752,0.8,-4.76,-0.5,0.76
336640,60.74125937338685,7.12788411573465,1.09,-2.67,-0.51,0.05
336645,60.74130308528112,7.127904073140758,0.57,1.39,-0.3,-1.5
336650,60.74134679717339,7.12792403059707,0.86,1.63,-0.38,-1.49
336655,60.741390509063656,7.127943988103584,0.34,1.15,-0.2,-1.29
336660,60.74143439924291,7.1279621840641205,0.5,1.09,-0.01,-1.32
336665,60.741478401702345,7.127979270674512,0.77,1.42,-0.28,-1.48
336670,60.74152240416041,7.127996357327455,0.35,1.29,-0.08,-1.46
336675,60.74156673715882,7.128009192351458,0.1,1.19,-0.72,-1.84
336680,60.74161116606145,7.128020793806641,-1.6,0.67,-3.38,-2.91
336685,60.74165559496366,7.12803239528942,-1.78,0.6,-3.49,-2.35
336690,60.74170002386543,7.128043996799799,-1.19,0.58,-3.0,-2.26
336695,60.74174451134451,7.128054087640204,-0.96,0.63,-3.14,-2.73
336700,60.74178928032472,7.128056918685944,-0.47,0.7,-2.86,-2.8
336705,60.74183404930501,7.128059749734837,-0.44,0.61,-3.1,-2.71
336710,60.74187881828534,7.128062580786903,0.23,0.9,-3.62,-3.52
336715,60.74192358735206,7.12806539768613,0.77,1.53,-2.82,-4.26
336720,60.74196837695991,7.128064844514294,0.68,1.39,-2.85,-4.38
336725,60.74201316656768,7.128064291336149,-0.17,0.67,-3.98,-3.48
336730,60.74205795617544,7.128063738151689,0.54,0.55,-4.13,-3.6
336735,60.74210274578312,7.128063184960918,-0.14,0.48,-4.34,-3.93
336740,60.74214753539077,7.128062631763836,0.67,0.72,-4.27,-3.94
336745,60.74219232261105,7.1280631885651085,0.52,0.32,-4.18,-3.88
336750,60.74223710811002,7.128064545702638,0.71,0.76,-4.49,-3.99
336755,60.74228189360905,7.128065902839206,1.19,1.17,-5.63,-3.34
336760,60.74232667910812,7.1280672599748085,0.64,1.65,-4.67,-3.55
336765,60.74237146460723,7.128068617109443,0.53,2.56,-4.51,-3.99
336770,60.74241624485101,7.128070562246245,0.47,2.75,-4.4,-3.97
336775,60.742461024753,7.128072545633854,0.2,2.81,-4.54,-3.96
336780,60.74250580465504,7.128074529022249,0.38,2.61,-4.4,-3.64
336785,60.742550584557115,7.12807651241144,-4.06,1.0,-3.13,-2.48
336790,60.74259536445927,7.128078495801419,-0.6,1.67,-6.52,-2.44
336795,60.74264014436145,7.128080479192191,-0.27,2.36,-9.36,-2.46
336800,60.7426849242637,7.128082462583755,-1.51,2.45,-7.9,-2.73
336805,60.74272959313765,7.128088789247312,-2.51,2.97,-6.72,-2.95
336810,60.742774230597355,7.128096344804658,-0.71,2.77,-8.33,-2.76
336815,60.74281886805698,7.12810390037838,-1.45,3.05,-6.84,-2.86
336820,60.74286311568771,7.128117664049219,-3.15,3.21,-7.44,-3.2
336825,60.74290724143614,7.1281333687342405,-3.1,3.25,-7.93,-2.97
336830,60.74295136718353,7.128149073458081,-3.1,3.39,-7.93,-2.83
336835,60.742995025319914,7.128169202673696,-3.1,3.34,-7.93,-2.9
336840,60.74303839227694,7.128192087014389,-3.42,3.36,-7.54,-2.74
336845,60.74308139605826,7.12821747874935,0.19,3.31,-6.15,-2.59
336850,60.74312382234652,7.12824678143558,0.19,3.42,-6.15,-2.66
336855,60.74316525192706,7.128281556262198,-1.32,3.58,-7.08,-2.64
336860,60.743206681500155,7.128316331175461,-4.96,3.59,-6.02,-2.73
336865,60.74324791276041,7.128351981526785,-4.33,3.51,-5.65,-2.31
336870,60.743287702803435,7.1283939936901435,-3.77,3.73,-6.01,-3.18
336875,60.74332677495292,7.128438680760591,-0.7,4.17,-7.24,-2.77
336880,60.74336514086121,7.128485842326403,-4.09,4.45,-4.78,-2.9
336885,60.7434025515511,7.128536157528395,-1.84,4.27,-4.77,-2.77
336890,60.743439962224144,7.128586472846144,-1.81,4.29,-4.29,-2.8
336895,60.74347697792363,7.128637876598904,-2.15,4.37,-4.31,-2.84
336900,60.74351141732591,7.128696379506947,-3.49,4.42,-6.95,-2.7
336905,60.743545856704856,7.128754882540036,-3.49,4.36,-6.95,-2.7
336910,60.74357995889555,7.128814161213619,-1.89,4.62,-7.43,-2.88
336915,60.7436124616641,7.128877118797103,-2.4,5.02,-6.7,-2.79
336920,60.74364292989912,7.128944061259542,-2.23,4.93,-7.85,-3.03
336925,60.74367235122443,7.1290130541381265,-2.4,4.77,-7.97,-2.77
336930,60.7437017699597,7.129082051694078,-3.26,4.81,-7.18,-2.92
336935,60.743729854800904,7.129153217464749,-3.52,4.61,-7.04,-2.76
336940,60.7437561346712,7.1292273141320415,-1.1,4.54,-8.71,-2.7
336945,60.743782414502576,7.129301410922523,0.18,4.56,-9.05,-2.63
336950,60.74380633463873,7.129378665803253,0.82,4.44,-9.27,-2.92
336955,60.74382908987797,7.129457479742339,3.26,4.64,-10.17,-3.05
336960,60.74385103061221,7.129537203526008,3.26,4.06,-10.17,-3.63
336965,60.743871227718834,7.129618874950694,3.26,3.83,-10.23,-3.66
336970,60.74389142477737,7.1297005464813,3.3,3.88,-10.68,-3.83
336975,60.743908799846686,7.129784788381468,3.07,4.22,-10.51,-3.73
336980,60.743924534363536,7.12987045896845,-2.69,3.79,-7.2,-3.63
336985,60.74394026882699,7.129956129643263,-0.3,3.43,-8.47,-3.16
336990,60.74395327117159,7.130043665793813,-2.79,3.74,-7.04,-2.68
336995,60.74396465058932,7.130132141901864,2.74,3.48,-9.75,-2.76
337000,60.7439752752175,7.130221032894931,1.42,3.1,-9.59,-2.69
337005,60.74398399506065,7.130310766426718,-4.51,3.34,-6.6,-2.94
337010,60.743992039311536,7.13040077401847,0.23,3.22,-7.42,-2.97
337015,60.743999006062126,7.130491163031265,1.42,3.15,-8.32,-3.09
337020,60.74400403649929,7.130582008552307,1.47,3.04,-8.12,-3.2
337025,60.74400690077391,7.130673306091766,2.97,3.12,-7.32,-3.32
337030,60.74400794987519,7.130764783686412,2.4,3.12,-7.11,-3.01
337035,60.744008998913905,7.130856261291815,4.05,2.95,-8.1,-2.96
337040,60.74400843072701,7.130947636248544,3.74,2.75,-7.91,-3.13
337045,60.74400460358411,7.131038804319067,2.4,2.72,-6.77,-3.06
337050,60.74400077637853,7.131129972372479,3.0,2.63,-7.16,-3.2
337055,60.74399645375626,7.131221005094599,3.23,2.39,-6.38,-2.93
337060,60.74398841933072,7.131311023627167,2.93,2.38,-6.0,-3.06
337065,60.743979949374285,7.131400858683177,3.09,2.46,-5.83,-2.88
337070,60.743969887851144,7.131490022787575,2.53,2.36,-5.12,-2.4
337075,60.74395827756138,7.131578311811827,-0.04,1.65,-3.29,-2.05
337080,60.74394448245896,7.131665366371315,1.29,1.51,-4.12,-1.65
337085,60.74393068729842,7.131752420859609,3.46,1.68,-4.39,-1.79
337090,60.743914820829886,7.131837928892086,3.27,1.22,-4.8,-1.62
337095,60.74389788835562,7.131922641008101,3.25,1.03,-4.31,-1.66
337100,60.74387904239357,7.132005590467437,3.15,0.94,-3.73,-2.04
337105,60.74385917620384,7.132087600089473,3.69,1.0,-3.68,-2.1
337110,60.74383878728626,7.132169039841086,3.08,1.03,-3.22,-3.71
337115,60.74381650059314,7.132248410767949,3.15,0.44,-3.0,-3.49
337120,60.74379311749951,7.132326409441443,0.17,0.58,-1.28,-1.33
337125,60.74376862668875,7.132403021689776,0.35,0.34,-1.25,-1.32
337130,60.74374292978744,7.132477946778583,0.28,0.63,-1.31,-1.44
337135,60.74371682167266,7.132552296594186,0.2,0.53,-1.32,-1.18
337140,60.74369070454589,7.132626632054034,0.17,0.41,-1.12,-0.93
337145,60.74366188899605,7.132696684092653,0.05,0.42,-1.04,-1.01
337150,60.74363307340717,7.132766736005938,0.12,0.35,-1.01,-1.05
337155,60.74360425777921,7.132836787793899,0.14,0.59,-0.97,-1.27
337160,60.74357544211224,7.132906839456521,0.23,0.55,-1.13,-1.17
337165,60.7435466264062,7.132976890993819,0.11,0.42,-1.13,-1.34
337170,60.74351652188393,7.133044640063051,0.21,0.45,-1.14,-1.3
337175,60.74348637927283,7.13311232102683,0.24,0.83,-1.42,-1.66
337180,60.74345623662514,7.133180001863553,0.51,1.19,-2.19,-3.18
337185,60.74342544442678,7.13324643284795,0.52,1.02,-2.18,-2.87
337190,60.743394176920894,7.133311949236163,0.65,0.96,-2.28,-2.78
337195,60.74336290938056,7.133377465496477,0.77,0.91,-3.43,-3.32
337200,60.74333164180574,7.133442981628885,0.81,0.05,-3.12,-4.35
337205,60.743299955120946,7.133507616961077,0.7,-0.11,-2.44,-5.83
337210,60.743267013083205,7.133569614153676,0.61,1.13,-2.57,-3.31
337215,60.74323407101434,7.133631611218249,0.63,0.9,-3.03,-3.85
337220,60.74320112891438,7.133693608154801,0.81,0.8,-2.62,-3.02
337225,60.7431681867833,7.133755604963334,0.62,0.87,-2.31,-2.75
337230,60.74313524462112,7.133817601643845,0.7,0.19,-3.92,-3.01
337235,60.74310230242783,7.133879598196335,0.5,0.42,-2.15,-1.92
337240,60.74306888221477,7.133940476373753,0.48,0.64,-0.23,-0.94
337245,60.74303437160148,7.133998803517299,0.81,0.84,-0.37,-0.87
337250,60.74299986096042,7.134057130534163,0.24,0.57,-0.95,-0.9
337255,60.742965350291605,7.134115457424339,0.21,0.58,-1.72,-2.0
337260,60.74293013108724,7.134171980493657,0.31,1.0,-1.87,-2.04
337265,60.74289478186123,7.134228172499305,0.32,0.1,-3.11,-3.61
337270,60.74285943260931,7.134284364379646,0.37,0.45,-3.03,-3.39
337275,60.74282383550928,7.134339879780751,0.43,0.4,-2.91,-3.02
337280,60.74278748398532,7.134393336460862,0.56,0.2,-3.32,-3.44
337285,60.742751137203605,7.134446806541526,0.46,0.35,-3.61,-2.89
337290,60.742714790398274,7.134500276499231,0.22,0.08,-3.23,-2.81
337295,60.74267794362932,7.134552274556297,0.14,0.06,-2.9,-2.73
337300,60.74264070412503,7.134603116380349,0.02,-0.09,-2.92,-2.85
337305,60.742603464599206,7.134653958084266,0.26,0.29,-2.86,-3.11
337310,60.74256574809724,7.134703284882915,0.16,0.77,-1.93,-3.0
337315,60.7425276575554,7.134751423679669,0.42,0.96,-2.02,-3.03
337320,60.74248956576238,7.134799558292267,0.23,0.49,-1.97,-2.88
337325,60.742451473949906,7.134847692788159,0.26,0.76,-2.12,-3.04
337330,60.74241319188012,7.134895174963169,0.36,0.83,-1.97,-3.38
337335,60.742374338672434,7.1349406990195,0.73,-0.04,-1.95,-3.53
337340,60.74233548544721,7.134986222962896,1.08,-0.49,-1.87,-3.62
337345,60.74229663220445,7.13503174679336,1.14,-1.83,-2.06,-2.98
337350,60.74225777894416,7.135077270510882,1.68,-3.62,-2.31,-1.96
337355,60.7422189256663,7.135122794115478,1.9,-4.12,-2.29,-1.4
337360,60.74218007237089,7.135168317607136,2.33,-3.98,-2.74,-2.65
337365,60.74214121905798,7.1352138409858625,2.67,-1.73,-2.95,-3.3
337370,60.7421023657275,7.135259364251655,1.04,-2.26,-3.31,-4.09
337375,60.74206351237946,7.135304887404519,3.83,-2.23,-4.66,-3.82
337380,60.74202465901391,7.135350410444445,4.5,-4.61,-4.93,-4.73
337385,60.74198686723681,7.135399422674384,2.9,-4.61,-3.83,-4.73
337390,60.741949684132166,7.135450435447895,3.09,-4.61,-3.34,-4.73
337395,60.74191250100582,7.135501448101081,3.35,-4.61,-3.66,-4.73
337400,60.74187708837144,7.135557432027554,3.63,-4.61,-4.12,-4.73
337405,60.74184188323332,7.135613998526841,3.56,-4.61,-3.64,-4.73
337410,60.741806678069,7.135670564900558,3.72,-4.61,-3.36,-4.73
337415,60.74177147287841,7.135727131148716,3.78,-4.61,-4.15,-4.73
337420,60.74173732471859,7.1357863242888735,3.65,-4.61,-3.11,-4.73
337425,60.7417033423144,7.135845929312261,4.05,-4.61,-3.67,-4.73
337430,60.7416704511677,7.135907939325973,4.89,-4.61,-4.66,-4.73
337435,60.741638780691005,7.135972639553204,4.99,-4.61,-4.7,-4.73
337440,60.74160752517636,7.13603814732496,5.31,-4.61,-4.74,-4.73
337445,60.74157742118758,7.136105896160072,5.27,-4.61,-4.57,-4.73
337450,60.741549064846744,7.1361766115822585,5.16,-4.27,-4.56,-4.42
337455,60.74152197015207,7.136249468608978,5.51,-4.27,-4.7,-4.18
337460,60.74149487541539,7.136322325513618,5.23,-4.24,-4.59,-4.19
337465,60.74146778063674,7.136395182296177,5.28,-4.22,-4.72,-4.54
337470,60.74144271681081,7.136470845504322,5.32,-4.55,-4.26,-4.12
337475,60.74141969392147,7.136549328949338,5.72,-4.55,-4.42,-4.12
337480,60.741396733029816,7.136627886168049,5.69,-4.23,-4.65,-4.98
337485,60.74137464429067,7.136707481897669,5.37,-2.28,-4.34,-5.93
337490,60.74135292537637,7.13678748555127,1.56,-2.28,-2.97,-5.93
337495,60.74133245613971,7.136868867754476,3.17,-2.28,-6.77,-5.93
337500,60.74131200120284,7.1369502637487985,4.37,-1.75,-3.24,-6.12
337505,60.741294128100925,7.137034158992053,4.35,-0.85,-3.65,-6.94
337510,60.74127625494462,7.137118054144843,4.17,-0.85,-4.0,-6.94
337515,60.741260219037166,7.137203423878557,4.37,-0.85,-4.14,-6.94
337520,60.74124535343853,7.137289732901398,4.97,-0.85,-5.37,-6.94
337525,60.74123048778266,7.13737604184778,4.98,-0.85,-4.7,-6.94
337530,60.74121632158406,7.137462792835158,4.57,-0.85,-4.95,-6.94
337535,60.74120472800402,7.13755116977745,4.37,-0.85,-4.9,-6.94
337540,60.74119313436436,7.137639546659832,4.41,-0.85,-4.95,-6.94
337545,60.741183423690046,7.137728818910514,4.62,-0.85,-5.03,-6.94
337550,60.74117471791471,7.13781856899909,4.58,-0.85,-5.08,-6.94
337555,60.741166012078175,7.137908319043241,4.99,-0.85,-5.37,-6.94
337560,60.741160231554225,7.137998995849503,5.25,-0.85,-5.24,-6.94
337565,60.7411552199212,7.138089916246808,5.32,-0.85,-4.98,-6.94
337570,60.74115020822574,7.13818083662028,5.97,-0.85,-5.4,-6.94
337575,60.74114754667384,7.138272167054947,5.48,-0.85,-5.32,-6.94
337580,60.74114661043777,7.138363548982873,5.67,-0.85,-5.19,-6.94
337585,60.741148108976574,7.138454992682669,5.54,-0.85,-5.25,-6.94
337590,60.74114960745293,7.138546436395773,5.9,-0.85,-6.28,-6.94
337595,60.74115257445231,7.138637687839051,5.75,-0.85,-6.05,-6.94
337600,60.74115680670267,7.138728773128017,6.11,-0.85,-5.84,-6.94
337605,60.74116504958709,7.138818705409928,5.76,-0.85,-6.12,-6.94
337610,60.74117329241178,7.138908637742598,4.28,-0.85,-5.28,-6.94
337615,60.74118153517675,7.138998570126024,3.93,-0.85,-5.64,-6.94
337620,60.74119279870438,7.139086982764935,5.48,-0.85,-5.58,-6.94
337625,60.74120594491585,7.139174448255895,5.89,-0.85,-5.18,-6.94
337630,60.741219091071336,7.139261913822642,6.51,-0.85,-5.94,-6.94
337635,60.74123380706439,7.1393482249495195,6.8,-0.85,-6.29,-6.94
337640,60.74125097048744,7.139432736260941,6.78,-0.85,-6.14,-6.94
337645,60.74126813385865,7.139517247666359,6.95,-0.85,-6.17,-6.94
337650,60.74128623317828,7.139600860495061,7.46,-0.85,-6.12,-6.94
337655,60.74130713491473,7.139681782729026,6.97,-0.85,-6.32,-6.94
337660,60.74132844852623,7.139762225867028,7.42,-0.85,-6.36,-6.94
337665,60.741351855510494,7.139840233767519,7.36,-0.85,-5.74,-6.94
337670,60.74137526245125,7.139918241784269,6.78,-0.85,-7.2,-6.94
337675,60.74140201869438,7.139991609925422,6.23,-0.85,-6.2,-6.94
337680,60.74142883870192,7.140064889802395,7.18,-0.85,-6.59,-6.94
337685,60.741456127672855,7.140137378355778,6.92,-0.85,-6.91,-6.94
337690,60.74148629416117,7.1402050111177,8.02,-0.85,-7.18,-6.94
