KM,latitude,longitude
335845,60.73332489999999,7.1212825
335850,60.73335406315342,7.12135218212809
335855,60.733383226271066,7.121421864382767
335860,60.73341398290446,7.121488576166861
335865,60.7334453085537,7.121554227295579
335870,60.73347870744018,7.121615334987031
335875,60.73351298056289,7.121674526859289
335880,60.733547589622376,7.121732841703087
335885,60.733583974025386,7.121786521418011
335890,60.73362035840723,7.121840201254066
335895,60.733656742767955,7.121893881211249
335900,60.73369312710752,7.121947561289564
335905,60.73372951142595,7.122001241489009
335910,60.733768169314565,7.122047802813192
335915,60.73380690545055,7.122094113990413
335920,60.73384548478763,7.122140944172432
335925,60.733885177988455,7.12218362442348
335930,60.73392524221027,7.122224954121698
335935,60.733965389284286,7.12226594845344
335940,60.73400645032924,7.122302867174614
335945,60.73404787429183,7.122338167591605
335950,60.73408944657528,7.122372697402892
335955,60.73413155336654,7.122404450051823
335960,60.73417403848765,7.122433919056327
335965,60.734216935466264,7.122460902036857
335970,60.73425983243948,7.12248788508844
335975,60.734303291595126,7.122510579445269
335980,60.73434705332619,7.1225309638532
335985,60.73439081589579,7.122551340779795
335990,60.734434578462306,7.1225717177608265
335995,60.73447885220264,7.122586245318817
336000,60.73452336441752,7.122598043993791
336005,60.73456787663125,7.122609842700322
336010,60.73461238884379,7.122621641438412
336015,60.73465704837871,7.12263011730318
336020,60.734701874339066,7.122634839421314
336025,60.73474670029902,7.122639561551472
336030,60.73479155859274,7.122641464364177
336035,60.73483644364819,7.122641033697329
336040,60.734881243632145,7.122636981968878
336045,60.73492594268231,7.122628634003672
336050,60.734970641731536,7.1226202860141274
336055,60.73501534077989,7.122611938000236
336060,60.73505997389152,7.122602402058796
336065,60.73510445364411,7.122590103183868
336070,60.73514893339513,7.122577804273803
336075,60.7351934131446,7.122565505328596
336080,60.735237892892506,7.122553206348249
336085,60.7352823715412,7.122540890797717
336090,60.73532684903323,7.122528557811396
336095,60.73537140789062,7.122518500607859
336100,60.73541629080096,7.122517507109909
336105,60.735461173710995,7.122516513608034
336110,60.73550605662072,7.122515520102238
336115,60.735550877206904,7.122519629751777
336120,60.735595678023614,7.122525259793655
336125,60.73564047883985,7.1225308898500845
336130,60.735685166813035,7.122539326123998
336135,60.73572981707728,7.12254870015754
336140,60.735774467340754,7.12255807421599
336145,60.73581911760336,7.122567448299357
336150,60.735863767865176,7.122576822407635
336155,60.73590841812613,7.122586196540827
336160,60.735953068386294,7.12259557069893
336165,60.73599789256835,7.122599898445783
336170,60.736042743943024,7.122603474581652
336175,60.73608759577398,7.122607026942206
336180,60.736132447604575,7.122610579311528
336185,60.73617729943483,7.122614131689615
336190,60.73622207817251,7.1226094996351295
336195,60.73626683673852,7.122602608933317
336200,60.73631159530379,7.122595718211182
336205,60.736356293644135,7.122587444543479
336210,60.73640082223316,7.122576178442868
336215,60.73644514614854,7.122561721593825
336220,60.73648947006195,7.122547264703824
336225,60.73653379397334,7.122532807772866
336230,60.736578117882736,7.1225183508009495
336235,60.736622044138635,7.122499515789491
336240,60.73666595759264,7.122480539815796
336245,60.73670987104345,7.122461563789208
336250,60.736753784491086,7.122442587709727
336255,60.73679769793551,7.122423611577354
336260,60.73684161137677,7.122404635392085
336265,60.73688556801457,7.1223860897234745
336270,60.73692960688472,7.12236836750234
336275,60.73697372361119,7.122351517216831
336280,60.73701799036963,7.122336347198906
336285,60.737062257125885,7.122321177138119
336290,60.73710652387996,7.122306007034463
336295,60.73715092253719,7.122292878643704
336300,60.73719560075778,7.1222840775897405
336305,60.737240278977424,7.122275276510182
336310,60.737284957196074,7.122266475405032
336315,60.73732963541377,7.122257674274292
336320,60.737374313630504,7.122248873117955
336325,60.737418991846255,7.122240071936028
336330,60.73746372126923,7.122232711249815
336335,60.737508553342195,7.122228238179065
336340,60.7375533854147,7.122223765094694
336345,60.73759821748668,7.122219291996702
336350,60.737643049558166,7.122214818885089
336355,60.737687881629185,7.122210345759855
336360,60.737732713699714,7.122205872621
336365,60.73777756668459,7.12220289836079
336370,60.73782245071413,7.122202148980113
336375,60.73786733474337,7.122201399596192
336380,60.73791221879683,7.122200656361093
336385,60.737957102853734,7.122199914065728
336390,60.73800197596489,7.122201765549621
336395,60.73804684708842,7.122204087981917
336400,60.73809166406152,7.122208725495956
336405,60.73813643921475,7.122215150926379
336410,60.73818121436747,7.122221576373563
336415,60.738225785402655,7.122231933123808
336420,60.738270224417846,7.122244832581733
336425,60.73831466343169,7.122257732074217
336430,60.73835884557703,7.122273730571592
336435,60.738402830279824,7.122291964498379
336440,60.73844652944952,7.122312903652667
336445,60.73849022861592,7.1223338428628535
336450,60.73853338178352,7.1223589440714195
336455,60.738576351911234,7.122385440562476
336460,60.738617949077025,7.122419740550249
336465,60.73865934688462,7.122455173661694
336470,60.73870064075939,7.122491052680883
336475,60.73874020366806,7.122534357344991
336480,60.738779766563006,7.122577662115054
336485,60.73881801345435,7.12262560011367
336490,60.73885605527858,7.122674260133009
336495,60.73889323307228,7.122725464766282
336500,60.738928875178395,7.122781192023184
336505,60.738964517261685,7.122836919403366
336510,60.73900015932222,7.122892646906826
336515,60.739034122601566,7.122952435893202
336520,60.73906699467685,7.123014864850483
336525,60.73909964302574,7.123077752590967
336530,60.73913033089987,7.12314466002774
336535,60.73915996924381,7.123213470757971
336540,60.73918885966883,7.1232836378317375
336545,60.739217750057584,7.123353805031828
336550,60.73924564550025,7.123425593625655
336555,60.7392726602059,7.123498807031515
336560,60.73929772307415,7.123574866589334
336565,60.73932278589974,7.1236509262661905
336570,60.7393478486826,7.123726986062086
336575,60.7393727161964,7.123803302833059
336580,60.73939625529867,7.123881367431451
336585,60.73941979435593,7.1239594321446935
336590,60.73944333336817,7.124037496972783
336595,60.73946687233539,7.124115561915723
336600,60.739489806160506,7.124194351856424
336605,60.7395116715672,7.12427442177643
336610,60.73953353692652,7.12435449180597
336615,60.73955540223842,7.124434561945046
336620,60.739577267502966,7.124514632193655
336625,60.73959913272006,7.124594702551801
336630,60.739621999569,7.124673563484413
336635,60.739645803274435,7.124751293215329
336640,60.73966960693524,7.124829023061872
336645,60.73969352395431,7.124906598313574
336650,60.73971955741754,7.124981286255794
336655,60.73974559083959,7.12505597431937
336660,60.73977162422051,7.125130662504301
336665,60.73979765756025,7.125205350810587
336670,60.73982369085884,7.125280039238229
336675,60.73984972411626,7.125354727787226
336680,60.73987676954166,7.12542789344506
336685,60.739903970900016,7.125500824544017
336690,60.739931172219144,7.1255737557667125
336695,60.73995837349902,7.125646687113148
336700,60.7399855747397,7.1257196185833225
336705,60.74001306189745,7.1257920865796
336710,60.74004165804549,7.125862756724244
336715,60.74007025415671,7.125933426994845
336720,60.74009885023115,7.1260040973914
336725,60.74012832413783,7.12607323965005
336730,60.74015795124597,7.126142115269432
336735,60.74018757831915,7.126210991015929
336740,60.740217640703385,7.126279061922978
336745,60.74024825188626,7.126346118151827
336750,60.74027886303601,7.126413174508479
336755,60.74030947415267,7.126480230992929
336760,60.74034008523624,7.126547287605178
336765,60.7403706962867,7.126614344345229
336770,60.74040130730407,7.12668140121308
336775,60.74043191828834,7.126748458208731
336780,60.74046252923951,7.126815515332184
336785,60.74049314015755,7.1268825725834395
336790,60.74052511590865,7.126946883074062
336795,60.740557485833925,7.127010400329004
336800,60.74058985572951,7.127073917711832
336805,60.740622225595466,7.127137435222543
336810,60.74065555370073,7.127198838221817
336815,60.74068905166082,7.127259866464031
336820,60.74072254959355,7.127320894833314
336825,60.74075820253085,7.127376497782525
336830,60.740794340108785,7.127430880658234
336835,60.740830477665014,7.127485263655886
336840,60.74086758299091,7.127536684588706
336845,60.74090603431014,7.127583985806104
336850,60.740945367307866,7.1276279621737375
336855,60.740985768618955,7.127667909876
336860,60.74102616991835,7.127707857677976
336865,60.741066575855946,7.127747785946819
336870,60.74110777286293,7.127784180955687
336875,60.741149273393155,7.127818955936547
336880,60.741191914890486,7.127847584293411
336885,60.74123499166364,7.1278729838653465
336890,60.74127879638881,7.127892983621946
336895,60.741322601110966,7.1279129834320205
336900,60.74136640583009,7.1279329832955725
336905,60.741410229229245,7.127952798615698
336910,60.74145432513354,7.127969921485013
336915,60.74149842103555,7.127987044400243
336920,60.74154261595213,7.128002893733985
336925,60.74158713920309,7.128014519805148
336930,60.7416316624529,7.12802614590741
336935,60.741676185701586,7.1280377720407735
336940,60.741720708949096,7.128049398205237
336945,60.74176544982896,7.128055411717878
336950,60.74181031387691,7.128058248773469
336955,60.74185517792458,7.128061085835831
336960,60.74190004197189,7.128063922904971
336965,60.74194491592792,7.128065134265093
336970,60.74198980064593,7.128064579909299
336975,60.74203468536368,7.12806402555081
336980,60.74207957008111,7.128063471189625
336985,60.74212445479825,7.128062916825746
336990,60.74216933923629,7.128062492097657
336995,60.7422142198355,7.128063852111162
337000,60.74225910043444,7.128065212127321
337005,60.74230398103308,7.128066572146132
337010,60.74234886163145,7.1280679321675935
337015,60.74239373978727,7.128069565448878
337020,60.74243861477619,7.128071553038109
337025,60.742483489764794,7.128073540631747
337030,60.74252836475309,7.12807552822979
337035,60.74257323974113,7.128077515832237
337040,60.74261811472885,7.128079503439087
337045,60.742662989716294,7.128081491050345
337050,60.74270782314538,7.128085104355202
337055,60.742752555387355,7.128092675945309
337060,60.74279728762873,7.128100247555361
337065,60.74284187634576,7.128110104820588
337070,60.742886095789224,7.128125842830698
337075,60.74293031523072,7.128141580883036
337080,60.74297442745903,7.128158333393988
337085,60.74301788649892,7.128181266296153
337090,60.74306134553492,7.128204199259333
337095,60.74310397012143,7.128232893273448
337100,60.7431459261244,7.128265334712197
337105,60.74318744366591,7.128300183419248
337110,60.74322896119851,7.128335032215519
337115,60.74326939525025,7.128374663715802
337120,60.7433090347449,7.1284176408223825
337125,60.7433478526896,7.128463679050713
337130,60.74338557703375,7.128513327769552
337135,60.743423067140945,7.1285637498583005
337140,60.7434605572295,7.128614172064231
337145,60.7434960103362,7.1286702073196135
337150,60.74353052284089,7.12872883449864
337155,60.743565035320366,7.12878746180337
337160,60.7435981280652,7.128849354715997
337165,60.743630017383666,7.12891378263243
337170,60.74365950179084,7.128982920834729
337175,60.743688983766454,7.12905206342849
337180,60.74371845692891,7.129121217461669
337185,60.74374482429033,7.12919542423597
337190,60.74377115992381,7.129269678262023
337195,60.74379663778373,7.129345080329042
337200,60.74381944134406,7.129424061515246
337205,60.743842244858286,7.129503042814085
337210,60.74386274961074,7.129584591825015
337215,60.74388298955886,7.129666436663855
337220,60.74390206619813,7.129749343245517
337225,60.74391802970213,7.129835042634588
337230,60.74393379758311,7.129920895104196
337235,60.74394809841544,7.130007749288385
337240,60.743960325987935,7.130095960264659
337245,60.743970973188674,7.1301850398873965
337250,60.743980641899626,7.130274552338818
337255,60.743988984398754,7.130364651410316
337260,60.7439962295062,7.130455138942829
337265,60.74400273072942,7.130545833025988
337270,60.744006031582664,7.130637281602192
337275,60.74400753844742,7.130728908133192
337280,60.744008589736744,7.13082057985376
337285,60.744009640963434,7.130912251581471
337290,60.74400608015087,7.131003630534526
337295,60.744002244848346,7.131094992046216
337300,60.74399840948351,7.131186353537228
337305,60.743991469040886,7.131276866775337
337310,60.743983414716695,7.131367075236784
337315,60.74397366297491,7.1314565681251745
337320,60.74396342424525,7.1315458333400015
337325,60.74394959989482,7.131633072628948
337330,60.743935775487294,7.13172031184377
337335,60.74392103023536,7.131806863530283
337340,60.74390406185746,7.131891755402086
337345,60.74388624334702,7.1319758641308155
337350,60.74386633502928,7.132058047773476
337355,60.743846426660674,7.13214023131501
337360,60.7438244370904,7.1322201460786205
337365,60.743801786931066,7.132299289629693
337370,60.74377724418169,7.13237606444328
337375,60.74375206095449,7.132451943287025
337380,60.743725897470384,7.132526450864665
337385,60.74369973394428,7.132600958321363
337390,60.74367178370834,7.132672629572409
337395,60.743642907006326,7.132742830124002
337400,60.7436140302669,7.1328130305496416
337405,60.7435851534901,7.132883230849329
337410,60.74355627667583,7.132953431023065
337415,60.74352655257947,7.133022117506841
337420,60.74349634604391,7.133089942071201
337425,60.743466139473384,7.133157766508175
337430,60.74343565049613,7.133225047508595
337435,60.74340431668029,7.133290702898786
337440,60.74337298283162,7.1333563581609845
337445,60.7433416489501,7.133422013295194
337450,60.74331031503577,7.133487668301411
337455,60.74327741639811,7.133550035035894
337460,60.74324440446936,7.133612163627436
337465,60.743211392511135,7.1336742920912535
337470,60.74317838052339,7.133736420427349
337475,60.74314536850616,7.133798548635721
337480,60.74311235645946,7.133860676716371
337485,60.74307934173536,7.133922798474599
337490,60.74304475793948,7.133981249353187
337495,60.7430101741174,7.134039700105768
337500,60.74297559026914,7.1340981507323455
337505,60.742940544906645,7.134155426393141
337510,60.742905120722114,7.13421173760065
337515,60.7428696965132,7.134268048683752
337520,60.74283427227996,7.134324359642438
337525,60.742797883364815,7.134378037809787
337530,60.74276145951093,7.134431621313773
337535,60.74272503563493,7.134485204695947
337540,60.74268836151918,7.1345380513386045
337545,60.742651043051,7.134589001008274
337550,60.74261372456271,7.13463995055919
337555,60.74257616171647,7.134690123985986
337560,60.74253799052668,7.134738365286447
337565,60.74249981821201,7.134786602816903
337570,60.74246164563115,7.13483483941286
337575,60.74242347303223,7.134883075893728
337580,60.742384548891856,7.134928735764591
337585,60.74234561328173,7.134974356257529
337590,60.74230667765539,7.135019976639359
337595,60.74226774201283,7.135065596910082
337600,60.74222880635406,7.1351112170697
337605,60.74218987067909,7.135156837118212
337610,60.74215093498789,7.135202457055619
337615,60.742111999280475,7.135248076881921
337620,60.74207306355685,7.1352936965971185
337625,60.74203412781701,7.135339316201212
337630,60.74199585014429,7.13538709869193
337635,60.74195858820502,7.135438219655606
337640,60.74192132624552,7.135489340500321
337645,60.7418853694943,7.135544126153118
337650,60.74185008971795,7.13560081261467
337655,60.741814809916896,7.1356574989515105
337660,60.74177953009118,7.135714185163638
337665,60.74174503002391,7.135772809182006
337670,60.7417109755779,7.135832540606573
337675,60.74167749796421,7.135893543261765
337680,60.741645760349385,7.1359583806889795
337685,60.741614095775795,7.13602336020471
337690,60.74158392797206,7.1360912526993525
337695,60.74155486374091,7.136161018452329
337700,60.74152771161273,7.136234029961525
337705,60.74150055944416,7.13630704134767
337710,60.741473407235205,7.136380052610768
337715,60.741447449010984,7.1364547137241265
337720,60.7414243773248,7.136533363568736
337725,60.7414013055919,7.136612013300974
337730,60.741379044016135,7.1366916277153765
337735,60.74135695912241,7.136771448026925
337740,60.74133644650509,7.136853002761708
337745,60.74131593383765,7.136934557393062
337750,60.7412975365924,7.137018159765884
337755,60.74127962556117,7.137102232766731
337760,60.74126299095253,7.137187330209369
337765,60.74124809385466,7.137273822187377
337770,60.741233196700634,7.137360314086103
337775,60.74121840966075,7.13744687553696
337780,60.741206791518294,7.137535439804812
337785,60.74119517331707,7.137624004009624
337790,60.7411849362984,7.137713224967504
337795,60.74117621208244,7.137803165279137
337800,60.74116748780597,7.137893105543
337805,60.741161070447035,7.137983776646546
337810,60.74115604820325,7.138074889733185
337815,60.741151025897395,7.138166002792465
337820,60.74114796692177,7.138257458413726
337825,60.741146372293905,7.138349017344001
337830,60.741147874018026,7.13844065482176
337835,60.741149375679576,7.138532292309218
337840,60.74115192928841,7.138623792065372
337845,60.741156167245464,7.13871507129993
337850,60.74116382702011,7.138805366801283
337855,60.7411720873195,7.138895489685733
337860,60.741180347558554,7.138985612617564
337865,60.7411909324416,7.139074566022049
337870,60.741204106515305,7.1391622168239355
337875,60.74121728053205,7.139249867698615
337880,60.74123147960745,7.1393367647652095
337885,60.741248679401615,7.139421455116072
337890,60.741265879142645,7.139506145558377
337895,60.7412835316361,7.139590401345209
337900,60.74130447766045,7.139671495003898
337905,60.74132552235984,7.139752473920005
337910,60.741348978937225,7.1398306470644295
337915,60.74137243546949,7.13990882032347
337920,60.74139883630943,7.13998291475869
337925,60.74142571313644,7.140056349855533
337930,60.74145267601131,7.140129639801075
337935,60.74148290640594,7.140197415814224
337940,60.74151313676674,7.140265191954968
337945,60.74154344135843,7.140332819600749
337950,60.74157599308886,7.140395950215357
337955,60.741610161136855,7.1404553630807674
337960,60.741644694927814,7.140513934741325
337965,60.74167922869352,7.140572506527537
337970,60.74171553825243,7.140626325658051
337975,60.741752305046106,7.140678921115118
337980,60.74179073915996,7.140726280051545
337985,60.74182918214546,7.140773611185661
337990,60.74186818741025,7.140818751912644
337995,60.74190910784838,7.140856431803959
338000,60.7419500282761,7.140894111790466
338005,60.74199094869343,7.140931791872162
338010,60.74203274285663,7.140964851943416
338015,60.74207543599108,7.140993158624108
338020,60.74211812911963,7.141021465379078
338025,60.74216120926865,7.141046681677543
338030,60.74220531196135,7.141063732661499
338035,60.742249414651816,7.141080783691189
338040,60.74229351734002,7.1410978347666125
338045,60.74233780485293,7.141111966057147
338050,60.74238258009116,7.141118392445322
338055,60.742427355328864,7.141124818850274
338060,60.74247216631626,7.1411273781551605
338065,60.742517028404606,7.14112440979734
338070,60.742561890492574,7.141121441430097
338075,60.74260670565224,7.141117256719763
338080,60.742651241468614,7.141105831661767
338085,60.74269577728358,7.141094406571004
338090,60.74274031309717,7.141082981447475
338095,60.74278409205039,7.141062813370989
338100,60.74282765460002,7.141040742712237
338105,60.742870781636945,7.141015580418946
338110,60.74291317684598,7.140985462352957
338115,60.74295557204766,7.140955344206617
338120,60.74299794528795,7.140925112678105
338125,60.74303894555857,7.140887795396992
338130,60.743079945818174,7.140850478019905
338135,60.74312003802275,7.140809317287199
338140,60.74315984674674,7.140766956687898
338145,60.7431983586314,7.140719932978744
338150,60.7432365517956,7.140671763193272
338155,60.74327228371535,7.140616422499872
338160,60.74330746828704,7.140559487052407
338165,60.74334265283386,7.14050255148002
338170,60.74337738126831,7.140444547734935
338175,60.74340976879167,7.140381062074875
338180,60.74344215628426,7.14031757628682
338185,60.74347454374609,7.140254090370764
338190,60.74350445975418,7.140185736741639
338195,60.743534101358634,7.1401169090562515
338200,60.74356124720536,7.140043883193981
338205,60.74358839301169,7.139970857208657
338210,60.7436155387776,7.139897831100279
338215,60.74364207627708,7.139823899551285
338220,60.743667784307554,7.139748733316204
338225,60.74369349229527,7.139673566961266
338230,60.74371920024024,7.139598400486467
338235,60.74374490814249,7.1395232338918095
338240,60.743770616001974,7.139448067177291
338245,60.74379632381875,7.139372900342913
338250,60.74382203159278,7.139297733388677
338255,60.74384773932404,7.13922256631458
338260,60.74387344701257,7.139147399120623
338265,60.743899154658365,7.139072231806807
338270,60.743924862261395,7.138997064373132
338275,60.743950569821706,7.138921896819594
338280,60.74397627733928,7.138846729146197
338285,60.74400198481411,7.1387715613529386
338290,60.74402769224617,7.1386963934398215
338295,60.74405339379507,7.138621217076173
338300,60.74407908174698,7.138546021587178
338305,60.744104630447275,7.1384706279733114
338310,60.74413017910457,7.138395234239979
338315,60.74415600698305,7.138320238919791
338320,60.74418186674198,7.138245289036121
338325,60.74420772645841,7.138170339032218
338330,60.744233586132346,7.138095388908084
338335,60.74425944576378,7.138020438663718
338340,60.74428530535271,7.13794548829912
338345,60.74431116489915,7.137870537814288
338350,60.74433702440306,7.137795587209225
338355,60.74436288386449,7.137720636483929
338360,60.74438874328342,7.137645685638399
338365,60.74441460265983,7.137570734672639
338370,60.74444046199375,7.137495783586644
338375,60.744466321285145,7.137420832380419
338380,60.74449218053406,7.137345881053958
338385,60.74451803974048,7.137270929607264
338390,60.74454389890438,7.137195978040337
338395,60.74456975802577,7.137121026353177
338400,60.74459561710467,7.137046074545784
338405,60.744621476141035,7.136971122618157
338410,60.74464733513492,7.136896170570297
338415,60.74467319408632,7.136821218402201
338420,60.744699052995195,7.136746266113873
338425,60.744724911861546,7.13667131370531
338430,60.744750770685435,7.136596361176513
338435,60.74477662946679,7.136521408527482
338440,60.74480248820564,7.136446455758218
338445,60.744828346902,7.136371502868717
338450,60.744854205555846,7.136296549858982
338455,60.74488006416716,7.136221596729015
338460,60.74490592273603,7.136146643478809
338465,60.74493178126235,7.136071690108372
338470,60.744957639746154,7.135996736617697
338475,60.7449834981875,7.135921783006788
338480,60.74500935658631,7.135846829275644
338485,60.7450352149426,7.135771875424266
338490,60.745061073256416,7.1356969214526496
338495,60.74508654258522,7.135621431582649
338500,60.7451108626027,7.135544358352696
338505,60.74513518721782,7.135467291121278
338510,60.74515951178803,7.135390223773671
338515,60.74518280083136,7.135311921296617
338520,60.74520369203213,7.135230758875517
338525,60.74522458318326,7.135149596349543
338530,60.74524176006533,7.135064888733661
338535,60.74525882389363,7.134980073177207
338540,60.745275887667866,7.134895257531496
338545,60.745292157640144,7.134809864223535
338550,60.74530517991152,7.134722107679533
338555,60.745317620983435,7.1346340699091035
338560,60.74532524580415,7.134543702011695
338565,60.74533287056381,7.134453334072482
338570,60.74533945690764,7.134362626403985
338575,60.74534602525863,7.134271912833385
338580,60.7453525935481,7.134181199226798
338585,60.74535916177604,7.134090485584224
338590,60.74536242831931,7.133999302930943
338595,60.74536206800295,7.133907605106948
338600,60.745361707623914,7.133815907286155
338605,60.74536134718219,7.133724209468562
338610,60.74536072577127,7.133632558181377
338615,60.74535330436801,7.133542119543014
338620,60.74534588290394,7.133451680947502
