latitude,longitude
60.73536664468369,7.122518606043351
60.73541143234104,7.122517614658341
60.73545621999834,7.122516623265787
60.73550100765554,7.122515631865698
60.735545742398436,7.122518984470722
60.73559044813745,7.122524602564864
60.7356351538765,7.122530220669975
60.73567976498625,7.122538192054233
60.73572432049325,7.1225475461993275
60.73576887600006,7.122556900365793
60.735813431506664,7.122566254553634
60.735857987013055,7.122575608762848
60.73590254251928,7.122584962993422
60.73594709802526,7.122594317245381
60.73599180027689,7.122599405260472
60.73603655626539,7.1226029845084815
60.73608131291492,7.1226065293324865
60.73612606956449,7.1226100741616545
60.73617082621416,7.122613618995977
60.73621552342969,7.122610508756754
60.73626018701349,7.122603632682462
60.73630485059657,7.122596756584265
60.73634947033064,7.122588873577202
60.73639395490407,7.122578418313826
60.73643818476057,7.12256399215537
60.73648241461478,7.122549565952519
60.73652664446668,7.122535139705275
60.73657087431628,7.1225207134136355
60.736614774461806,7.1225026571809495
60.7366585947283,7.122483721492135
60.7367024149911,7.122464785747121
60.73674623525028,7.122445849945907
60.7367900555058,7.122426914088495
60.7368338757577,7.122407978174873
60.73687771856507,7.1223892669875095
60.73692166225881,7.12237156460165
60.736965643934425,7.122354286081961
60.73700981675437,7.122339148269353
60.737053989571834,7.122324010410461
60.737098162386786,7.122308872505286
60.73714238850943,7.1222945597397755
60.737186971918206,7.122285777378055
60.737231555325934,7.122276994987186
60.73727613873263,7.122268212567176
60.737320722138286,7.122259430118029
60.7373653055429,7.122250647639731
60.73740988894648,7.122241865132292
60.73745449188301,7.122233632101554
60.73749922881808,7.1222291685362835
60.737543965752714,7.122224704953806
60.73758870268697,7.122220241354098
60.73763343962084,7.122215777737163
60.73767817655426,7.122211314103023
60.73772291348735,7.12220685045165
60.73776765986632,7.12220306376469
60.73781244864871,7.1222023159771055
60.737857237431044,7.122201568182662
60.73790202623143,7.122200824927543
60.737946815041866,7.122200084207641
60.73799159589854,7.12220122830246
60.738036371803645,7.1222035458053154
60.7380811161666,7.122207211830883
60.73812579630568,7.122213623624724
60.738170476444765,7.122220035431743
60.73821503379167,7.122228812225553
60.738259378507415,7.122241684304586
60.73830372322259,7.122254556414705
60.7383479098211,7.122269336145446
60.73839185767932,7.122286996181359
60.73843549319468,7.12230761545208
60.738479099635164,7.122328510215794
60.73852234728863,7.12235213992973
60.73856522623923,7.122378580179635
60.73860714266084,7.122410491167116
60.73864845263009,7.122445849071461
60.73868976259162,7.122481207063729
60.73872962439473,7.122522777501878
60.738769103348936,7.1225659903590355
60.73880767948717,7.122612381765615
60.738845640600786,7.122660938509786
60.73888339973534,7.122710090145123
60.73891896622506,7.122765699134301
60.738954532693874,7.122821308245809
60.73899009914177,7.122876917479661
60.739024774517105,7.122934682525552
60.73905757685953,7.122996978999286
60.739090379175224,7.123059275600356
60.73912140864447,7.12312520720275
60.73915150828177,7.123192921398054
60.739180337427364,7.123262939579816
60.73920916653853,7.123332957888525
60.73923754367044,7.123403712796669
60.73926456200447,7.123476682017503
60.739290117235875,7.123551784743001
60.7393151269088,7.123627683040875
60.73934013654079,7.123703581459145
60.73936514613179,7.123779479997817
60.739388912152066,7.123857014746006
60.73941240129335,7.123934913838838
60.73943589039129,7.124012813048146
60.73945937944587,7.124090712373931
60.73948279960576,7.124168694297461
60.73950461865022,7.124248594356981
60.73952643764885,7.1243284945279335
60.739548256601665,7.124408394810324
60.73957007550865,7.124488295204147
60.7395918943698,7.124568195709412
60.73961406899636,7.124647666681137
60.73963782223414,7.124725231528358
60.73966157542896,7.124802796492785
60.739685328580805,7.1248803615744265
60.73971066314398,7.124955769268691
60.739736641372055,7.125030298908125
60.73976261956077,7.125104828670091
60.73978859771007,7.1251793585546
